sample,pulse1,pulse2,triangle,noise,dmc,mixed
191961,0,0.733333,0.533333,0,0.992126,0.399492
191962,0,0.733333,0.533333,1,0.992126,0.498292
191963,0,0.733333,0.533333,0,0.992126,0.399492
191964,0,0.733333,0.466667,1,0.992126,0.486945
191965,0,0.733333,0.466667,1,0.992126,0.486945
191966,0,0.733333,0.466667,0,0.992126,0.388145
191967,0,0.733333,0.466667,1,0.992126,0.486945
191968,0,0.733333,0.466667,1,0.992126,0.486945
191969,0,0.733333,0.466667,1,0.992126,0.486945
191970,0,0.733333,0.466667,1,0.992126,0.486945
191971,0,0.733333,0.466667,1,0.992126,0.486945
191972,0,0.733333,0.466667,0,0.992126,0.388145
191973,0,0.733333,0.466667,1,0.992126,0.486945
191974,0,0.733333,0.466667,0,0.992126,0.388145
191975,0,0.733333,0.466667,0,0.992126,0.388145
191976,0,0.733333,0.466667,0,0.992126,0.388145
191977,0,0.733333,0.466667,1,0.992126,0.486945
191978,0,0.733333,0.466667,0,0.992126,0.388145
191979,0,0.733333,0.466667,0,0.992126,0.388145
191980,0,0.733333,0.466667,0,0.992126,0.388145
191981,0,0.733333,0.466667,1,0.992126,0.486945
191982,0,0.733333,0.466667,1,0.992126,0.486945
191983,0,0.733333,0.466667,1,0.992126,0.486945
191984,0,0.733333,0.466667,0,0.992126,0.388145
191985,0,0.733333,0.466667,1,0.992126,0.486945
191986,0,0.733333,0.466667,0,0.992126,0.388145
191987,0,0.733333,0.466667,1,0.992126,0.486945
191988,0,0.733333,0.4,1,0.992126,0.475599
191989,0,0.733333,0.4,0,0.992126,0.376799
191990,0,0.733333,0.4,1,0.992126,0.475599
191991,0,0.733333,0.4,1,0.992126,0.475599
191992,0,0.733333,0.4,1,0.992126,0.475599
191993,0,0.733333,0.4,0,0.992126,0.376799
191994,0,0.733333,0.4,1,0.992126,0.475599
191995,0,0.733333,0.4,1,0.992126,0.475599
191996,0,0.733333,0.4,1,0.992126,0.475599
191997,0,0.733333,0.4,0,0.992126,0.376799
191998,0,0.733333,0.4,0,0.992126,0.376799
191999,0,0.733333,0.4,0,0.992126,0.376799
192000,0,0.733333,0.4,1,0.992126,0.475599
192001,0,0.733333,0.4,1,0.992126,0.475599
192002,0,0.733333,0.4,0,0.992126,0.376799
192003,0,0.733333,0.4,1,0.992126,0.475599
192004,0,0.733333,0.4,1,0.992126,0.475599
192005,0,0.733333,0.4,0,0.992126,0.376799
192006,0,0.733333,0.4,0,0.992126,0.376799
192007,0,0.733333,0.4,0,0.992126,0.376799
192008,0,0.666667,0.4,0,0.992126,0.366772
192009,0,0.666667,0.4,0,0.992126,0.366772
192010,0,0.666667,0.4,1,0.992126,0.465572
192011,0,0.666667,0.4,1,0.992126,0.465572
192012,0,0.666667,0.333333,0,0.992126,0.355425
192013,0,0.666667,0.333333,0,0.992126,0.355425
192014,0,0.666667,0.333333,0,0.992126,0.355425
192015,0,0.666667,0.333333,0,0.992126,0.355425
192016,0,0.666667,0.333333,1,0.992126,0.454225
192017,0,0.666667,0.333333,0,0.992126,0.355425
192018,0,0.666667,0.333333,0,0.992126,0.355425
192019,0,0.666667,0.333333,0,0.992126,0.355425
192020,0,0.666667,0.333333,1,0.992126,0.454225
192021,0,0.666667,0.333333,1,0.992126,0.454225
192022,0,0.666667,0.333333,0,0.992126,0.355425
192023,0,0.666667,0.333333,0,0.992126,0.355425
192024,0,0.666667,0.333333,1,0.992126,0.454225
192025,0,0.666667,0.333333,1,0.992126,0.454225
192026,0,0.666667,0.333333,1,0.992126,0.454225
192027,0,0.666667,0.333333,1,0.992126,0.454225
192028,0,0.666667,0.333333,0,0.992126,0.355425
192029,0,0.666667,0.333333,0,0.992126,0.355425
192030,0,0.666667,0.333333,0,0.992126,0.355425
192031,0,0.666667,0.333333,1,0.992126,0.454225
192032,0,0.666667,0.333333,0,0.992126,0.355425
192033,0,0.666667,0.333333,1,0.992126,0.454225
192034,0,0.666667,0.333333,0,0.992126,0.355425
192035,0,0.666667,0.333333,0,0.992126,0.355425
192036,0,0.666667,0.266667,0,0.992126,0.344079
192037,0,0.666667,0.266667,1,0.992126,0.442879
192038,0,0.666667,0.266667,1,0.992126,0.442879
192039,0,0.666667,0.266667,1,0.992126,0.442879
192040,0,0.666667,0.266667,1,0.992126,0.442879
192041,0,0.666667,0.266667,1,0.992126,0.442879
192042,0,0.666667,0.266667,1,0.992126,0.442879
192043,0,0.666667,0.266667,0,0.992126,0.344079
192044,0,0.666667,0.266667,0,0.992126,0.344079
192045,0,0.666667,0.266667,0,0.992126,0.344079
192046,0,0.666667,0.266667,1,0.992126,0.442879
192047,0,0.666667,0.266667,1,0.992126,0.442879
192048,0,0.666667,0.266667,1,0.992126,0.442879
192049,0,0.666667,0.266667,0,0.992126,0.344079
192050,0,0.666667,0.266667,1,0.992126,0.442879
192051,0,0.666667,0.266667,0,0.992126,0.344079
192052,0,0.666667,0.266667,0,0.992126,0.344079
192053,0,0.666667,0.266667,1,0.992126,0.442879
192054,0,0.666667,0.266667,1,0.992126,0.442879
192055,0,0.666667,0.266667,0,0.992126,0.344079
192056,0,0.666667,0.266667,1,0.992126,0.442879
192057,0,0.666667,0.266667,1,0.992126,0.442879
192058,0,0.666667,0.266667,0,0.992126,0.344079
192059,0,0.666667,0.266667,1,0.992126,0.442879
192060,0,0.666667,0.2,1,0.992126,0.431532
192061,0,0.666667,0.2,0,0.992126,0.332732
192062,0,0.666667,0.2,1,0.992126,0.431532
192063,0,0.666667,0.2,0,0.992126,0.332732
192064,0,0.666667,0.2,1,0.992126,0.431532
192065,0,0.666667,0.2,0,0.992126,0.332732
192066,0,0.666667,0.2,1,0.992126,0.431532
192067,0,0.666667,0.2,0,0.992126,0.332732
192068,0,0.666667,0.2,1,0.992126,0.431532
192069,0,0.666667,0.2,1,0.992126,0.431532
192070,0,0.666667,0.2,0,0.992126,0.332732
192071,0,0.666667,0.2,0,0.992126,0.332732
192072,0,0.666667,0.2,1,0.992126,0.431532
192073,0,0.666667,0.2,0,0.992126,0.332732
192074,0,0.666667,0.2,0,0.992126,0.332732
192075,0,0.666667,0.2,0,0.992126,0.332732
192076,0,0.666667,0.2,0,0.992126,0.332732
192077,0,0.666667,0.2,0,0.992126,0.332732
192078,0,0.666667,0.2,0,0.992126,0.332732
192079,0,0.666667,0.2,1,0.992126,0.431532
192080,0,0.666667,0.2,0,0.992126,0.332732
192081,0,0.666667,0.2,1,0.992126,0.431532
192082,0,0.666667,0.2,0,0.992126,0.332732
192083,0,0.666667,0.2,1,0.992126,0.431532
192084,0,0.666667,0.133333,0,0.992126,0.321385
192085,0,0.666667,0.133333,0,0.992126,0.321385
192086,0,0.666667,0.133333,0,0.992126,0.321385
192087,0,0.666667,0.133333,1,0.992126,0.420185
192088,0,0.666667,0.133333,1,0.992126,0.420185
192089,0,0.666667,0.133333,1,0.992126,0.420185
192090,0,0.666667,0.133333,1,0.992126,0.420185
192091,0,0.666667,0.133333,0,0.992126,0.321385
192092,0,0.666667,0.133333,0,0.992126,0.321385
192093,0,0.666667,0.133333,0,0.992126,0.321385
192094,0,0.666667,0.133333,0,0.992126,0.321385
192095,0,0.666667,0.133333,0,0.992126,0.321385
192096,0,0.666667,0.133333,1,0.992126,0.420185
192097,0,0.666667,0.133333,1,0.992126,0.420185
192098,0,0.666667,0.133333,1,0.992126,0.420185
192099,0,0.666667,0.133333,0,0.992126,0.321385
192100,0,0.666667,0.133333,1,0.992126,0.420185
192101,0,0.666667,0.133333,1,0.992126,0.420185
192102,0,0.666667,0.133333,1,0.992126,0.420185
192103,0,0.666667,0.133333,0,0.992126,0.321385
192104,0,0.666667,0.133333,1,0.992126,0.420185
192105,0,0.666667,0.133333,1,0.992126,0.420185
192106,0,0.666667,0.133333,1,0.992126,0.420185
192107,0,0.666667,0.133333,1,0.992126,0.420185
192108,0,0.666667,0.0666667,0,0.992126,0.310039
192109,0,0.666667,0.0666667,1,0.992126,0.408839
192110,0,0.666667,0.0666667,1,0.992126,0.408839
192111,0,0.666667,0.0666667,0,0.992126,0.310039
192112,0,0.666667,0.0666667,1,0.992126,0.408839
192113,0,0.666667,0.0666667,1,0.992126,0.408839
192114,0,0.666667,0.0666667,1,0.992126,0.408839
192115,0,0.666667,0.0666667,0,0.992126,0.310039
192116,0,0.666667,0.0666667,0,0.992126,0.310039
192117,0,0.666667,0.0666667,1,0.992126,0.408839
192118,0,0.666667,0.0666667,1,0.992126,0.408839
192119,0,0.666667,0.0666667,1,0.992126,0.408839
192120,0,0.666667,0.0666667,0,0.992126,0.310039
192121,0,0.666667,0.0666667,0,0.992126,0.310039
192122,0,0.666667,0.0666667,1,0.992126,0.408839
192123,0,0.666667,0.0666667,0,0.992126,0.310039
192124,0,0.666667,0.0666667,0,0.992126,0.310039
192125,0,0.666667,0.0666667,1,0.992126,0.408839
192126,0,0.666667,0.0666667,1,0.992126,0.408839
192127,0,0.666667,0.0666667,0,0.992126,0.310039
192128,0,0.666667,0.0666667,1,0.992126,0.408839
192129,0,0.666667,0.0666667,1,0.992126,0.408839
192130,0,0.666667,0.0666667,1,0.992126,0.408839
192131,0,0.666667,0.0666667,1,0.992126,0.408839
192132,0,0.666667,0,0,0.992126,0.298692
192133,0,0.666667,0,1,0.992126,0.397492
192134,0,0.666667,0,0,0.992126,0.298692
192135,0,0.666667,0,0,0.992126,0.298692
192136,0,0.666667,0,0,0.992126,0.298692
192137,0,0.666667,0,0,0.992126,0.298692
192138,0,0.666667,0,1,0.992126,0.397492
192139,0,0.666667,0,0,0.992126,0.298692
192140,0,0.666667,0,0,0.992126,0.298692
192141,0,0.666667,0,0,0.992126,0.298692
192142,0,0.666667,0,1,0.992126,0.397492
192143,0,0.666667,0,1,0.992126,0.397492
192144,0,0,0,0,0.992126,0.198425
192145,0,0,0,0,0.992126,0.198425
192146,0,0,0,1,0.992126,0.297225
192147,0,0,0,1,0.992126,0.297225
192148,0,0,0,1,0.992126,0.297225
192149,0,0,0,1,0.992126,0.297225
192150,0,0,0,0,0.992126,0.198425
192151,0,0,0,1,0.992126,0.297225
192152,0,0,0,1,0.992126,0.297225
192153,0,0,0,1,0.992126,0.297225
192154,0,0,0,0,0.992126,0.198425
192155,0,0,0,1,0.992126,0.297225
192156,0,0,0,0,0.992126,0.198425
192157,0,0,0,1,0.992126,0.297225
192158,0,0,0,0,0.992126,0.198425
192159,0,0,0,1,0.992126,0.297225
192160,0,0,0,1,0.992126,0.297225
192161,0,0,0,1,0.992126,0.297225
192162,0,0,0,0,0.992126,0.198425
192163,0,0,0,0,0.992126,0.198425
192164,0,0,0,1,0.992126,0.297225
192165,0,0,0,1,0.992126,0.297225
192166,0,0,0,0,0.992126,0.198425
192167,0,0,0,0,0.992126,0.198425
192168,0,0,0,0,0.992126,0.198425
192169,0,0,0,1,0.992126,0.297225
192170,0,0,0,0,0.992126,0.198425
192171,0,0,0,0,0.992126,0.198425
192172,0,0,0,1,0.992126,0.297225
192173,0,0,0,1,0.992126,0.297225
192174,0,0,0,0,0.992126,0.198425
192175,0,0,0,0,0.992126,0.198425
192176,0,0,0,0,0.992126,0.198425
192177,0,0,0,1,0.992126,0.297225
192178,0,0,0,0,0.992126,0.198425
192179,0,0,0,1,0.992126,0.297225
192180,0,0,0.0666667,1,0.992126,0.308572
192181,0,0,0.0666667,0,0.992126,0.209772
192182,0,0,0.0666667,0,0.992126,0.209772
192183,0,0,0.0666667,1,0.992126,0.308572
192184,0,0,0.0666667,0,0.992126,0.209772
192185,0,0,0.0666667,0,0.992126,0.209772
192186,0,0,0.0666667,1,0.992126,0.308572
192187,0,0,0.0666667,1,0.992126,0.308572
192188,0,0,0.0666667,1,0.992126,0.308572
192189,0,0,0.0666667,0,0.992126,0.209772
192190,0,0,0.0666667,0,0.992126,0.209772
192191,0,0,0.0666667,1,0.992126,0.308572
192192,0,0,0.0666667,1,0.992126,0.308572
192193,0,0,0.0666667,0,0.992126,0.209772
192194,0,0,0.0666667,1,0.992126,0.308572
192195,0,0,0.0666667,0,0.992126,0.209772
192196,0,0,0.0666667,0,0.992126,0.209772
192197,0,0,0.0666667,0,0.992126,0.209772
192198,0,0,0.0666667,0,0.992126,0.209772
192199,0,0,0.0666667,1,0.992126,0.308572
192200,0,0,0.0666667,1,0.992126,0.308572
192201,0,0,0.0666667,1,0.992126,0.308572
192202,0,0,0.0666667,1,0.992126,0.308572
192203,0,0,0.0666667,0,0.992126,0.209772
192204,0,0,0.133333,1,0.992126,0.319919
192205,0,0,0.133333,0,0.992126,0.221119
192206,0,0,0.133333,0,0.992126,0.221119
192207,0,0,0.133333,1,0.992126,0.319919
192208,0,0,0.133333,1,0.992126,0.319919
192209,0,0,0.133333,1,0.992126,0.319919
192210,0,0,0.133333,1,0.992126,0.319919
192211,0,0,0.133333,0,0.992126,0.221119
192212,0,0,0.133333,1,0.992126,0.319919
192213,0,0,0.133333,0,0.992126,0.221119
192214,0,0,0.133333,1,0.992126,0.319919
192215,0,0,0.133333,0,0.992126,0.221119
192216,0,0,0.133333,0,0.992126,0.221119
192217,0,0,0.133333,0,0.992126,0.221119
192218,0,0,0.133333,1,0.992126,0.319919
192219,0,0,0.133333,0,0.992126,0.221119
192220,0,0,0.133333,1,0.992126,0.319919
192221,0,0,0.133333,1,0.992126,0.319919
192222,0,0,0.133333,1,0.992126,0.319919
192223,0,0,0.133333,0,0.992126,0.221119
192224,0,0,0.133333,0,0.992126,0.221119
192225,0,0,0.133333,1,0.992126,0.319919
192226,0,0,0.133333,0,0.992126,0.221119
192227,0,0,0.133333,0,0.992126,0.221119
192228,0,0,0.2,1,0.992126,0.331265
192229,0,0,0.2,0,0.992126,0.232465
192230,0,0,0.2,1,0.992126,0.331265
192231,0,0,0.2,0,0.992126,0.232465
192232,0,0,0.2,0,0.992126,0.232465
192233,0,0,0.2,1,0.992126,0.331265
192234,0,0,0.2,1,0.992126,0.331265
192235,0,0,0.2,1,0.992126,0.331265
192236,0,0,0.2,1,0.992126,0.331265
192237,0,0,0.2,0,0.992126,0.232465
192238,0,0,0.2,0,0.992126,0.232465
192239,0,0,0.2,1,0.992126,0.331265
192240,0,0,0.2,1,0.992126,0.331265
192241,0,0,0.2,0,0.992126,0.232465
192242,0,0,0.2,0,0.992126,0.232465
192243,0,0,0.2,0,0.992126,0.232465
192244,0,0,0.2,1,0.992126,0.331265
192245,0,0,0.2,0,0.992126,0.232465
192246,0,0,0.2,0,0.992126,0.232465
192247,0,0,0.2,0,0.992126,0.232465
192248,0,0,0.2,1,0.992126,0.331265
192249,0,0,0.2,0,0.992126,0.232465
192250,0,0,0.2,1,0.992126,0.331265
192251,0,0,0.2,0,0.992126,0.232465
192252,0,0,0.266667,0,0.992126,0.243812
192253,0,0,0.266667,0,0.992126,0.243812
192254,0,0,0.266667,1,0.992126,0.342612
192255,0,0,0.266667,1,0.992126,0.342612
192256,0,0,0.266667,0,0.992126,0.243812
192257,0,0,0.266667,0,0.992126,0.243812
192258,0,0,0.266667,0,0.992126,0.243812
192259,0,0,0.266667,1,0.992126,0.342612
192260,0,0,0.266667,0,0.992126,0.243812
192261,0,0,0.266667,0,0.992126,0.243812
192262,0,0,0.266667,0,0.992126,0.243812
192263,0,0,0.266667,1,0.992126,0.342612
192264,0,0,0.266667,1,0.992126,0.342612
192265,0,0,0.266667,1,0.992126,0.342612
192266,0,0,0.266667,0,0.992126,0.243812
192267,0,0,0.266667,1,0.992126,0.342612
192268,0,0,0.266667,1,0.992126,0.342612
192269,0,0,0.266667,1,0.992126,0.342612
192270,0,0,0.266667,1,0.992126,0.342612
192271,0,0,0.266667,0,0.992126,0.243812
192272,0,0,0.266667,0,0.992126,0.243812
192273,0,0,0.266667,1,0.992126,0.342612
192274,0,0,0.266667,1,0.992126,0.342612
192275,0,0,0.266667,0,0.992126,0.243812
192276,0,0,0.333333,1,0.992126,0.353959
192277,0,0,0.333333,1,0.992126,0.353959
192278,0,0,0.333333,0,0.992126,0.255159
192279,0,0,0.333333,0,0.992126,0.255159
192280,0,0,0.333333,0,0.992126,0.255159
192281,0,0,0.333333,1,0.992126,0.353959
192282,0,0,0.333333,1,0.992126,0.353959
192283,0,0,0.333333,0,0.992126,0.255159
192284,0,0,0.333333,1,0.992126,0.353959
192285,0,0,0.333333,1,0.992126,0.353959
192286,0,0,0.333333,1,0.992126,0.353959
192287,0,0,0.333333,0,0.992126,0.255159
192288,0,0,0.333333,0,0.992126,0.255159
192289,0,0,0.333333,1,0.992126,0.353959
192290,0,0,0.333333,1,0.992126,0.353959
192291,0,0,0.333333,1,0.992126,0.353959
192292,0,0,0.333333,1,0.992126,0.353959
192293,0,0,0.333333,0,0.992126,0.255159
192294,0,0,0.333333,1,0.992126,0.353959
192295,0,0,0.333333,0,0.992126,0.255159
192296,0,0,0.333333,0,0.992126,0.255159
192297,0,0,0.333333,0,0.992126,0.255159
192298,0,0,0.333333,1,0.992126,0.353959
192299,0,0,0.333333,0,0.992126,0.255159
192300,0,0,0.4,1,0.992126,0.365305
192301,0,0,0.4,0,0.992126,0.266505
192302,0,0,0.4,0,0.992126,0.266505
192303,0,0,0.4,1,0.992126,0.365305
192304,0,0,0.4,1,0.992126,0.365305
192305,0,0,0.4,0,0.992126,0.266505
192306,0,0,0.4,0,0.992126,0.266505
192307,0,0,0.4,1,0.992126,0.365305
192308,0,0,0.4,1,0.992126,0.365305
192309,0,0,0.4,1,0.992126,0.365305
192310,0,0,0.4,0,0.992126,0.266505
192311,0,0,0.4,0,0.992126,0.266505
192312,0,0,0.4,0,0.992126,0.266505
192313,0,0,0.4,1,0.992126,0.365305
192314,0,0,0.4,1,0.992126,0.365305
192315,0,0,0.4,0,0.992126,0.266505
192316,0,0,0.4,1,0.992126,0.365305
192317,0,0,0.4,0,0.992126,0.266505
192318,0,0,0.4,1,0.992126,0.365305
192319,0,0,0.4,0,0.992126,0.266505
192320,0,0,0.4,1,0.992126,0.365305
192321,0,0,0.4,1,0.992126,0.365305
192322,0,0,0.4,0,0.992126,0.266505
192323,0,0,0.4,1,0.992126,0.365305
192324,0,0,0.466667,1,0.992126,0.376652
192325,0,0,0.466667,0,0.992126,0.277852
192326,0,0,0.466667,1,0.992126,0.376652
192327,0,0,0.466667,0,0.992126,0.277852
192328,0,0,0.466667,0,0.992126,0.277852
192329,0,0,0.466667,0,0.992126,0.277852
192330,0,0,0.466667,1,0.992126,0.376652
192331,0,0,0.466667,0,0.992126,0.277852
192332,0,0,0.466667,0,0.992126,0.277852
192333,0,0,0.466667,1,0.992126,0.376652
192334,0,0,0.466667,0,0.992126,0.277852
192335,0,0,0.466667,1,0.992126,0.376652
192336,0,0,0.466667,1,0.992126,0.376652
192337,0,0,0.466667,0,0.992126,0.277852
192338,0,0,0.466667,0,0.992126,0.277852
192339,0,0,0.466667,0,0.992126,0.277852
192340,0,0,0.466667,1,0.992126,0.376652
192341,0,0,0.466667,1,0.992126,0.376652
192342,0,0,0.466667,0,0.992126,0.277852
192343,0,0,0.466667,0,0.992126,0.277852
192344,0,0,0.466667,1,0.992126,0.376652
192345,0,0,0.466667,0,0.992126,0.277852
192346,1,0,0.466667,1,0.992126,0.527052
192347,1,0,0.466667,0,0.992126,0.428252
192348,1,0,0.533333,1,0.992126,0.538399
192349,1,0,0.533333,0,0.992126,0.439599
192350,1,0,0.533333,1,0.992126,0.538399
192351,1,0,0.533333,1,0.992126,0.538399
192352,1,0,0.533333,1,0.992126,0.538399
192353,1,0,0.533333,1,0.992126,0.538399
192354,1,0,0.533333,0,0.992126,0.439599
192355,1,0,0.533333,1,0.992126,0.538399
192356,1,0,0.533333,0,0.992126,0.439599
192357,1,0,0.533333,1,0.992126,0.538399
192358,1,0,0.533333,0,0.992126,0.439599
192359,1,0,0.533333,0,0.992126,0.439599
192360,1,0,0.533333,0,0.992126,0.439599
192361,1,0.666667,0.533333,0,0.992126,0.539865
192362,1,0.666667,0.533333,0,0.992126,0.539865
192363,1,0.666667,0.533333,0,0.992126,0.539865
192364,1,0.666667,0.533333,0,0.992126,0.539865
192365,1,0.666667,0.533333,1,0.992126,0.638665
192366,1,0.666667,0.533333,0,0.992126,0.539865
192367,1,0.666667,0.533333,0,0.992126,0.539865
192368,1,0.666667,0.533333,1,0.992126,0.638665
192369,1,0.666667,0.533333,0,0.992126,0.539865
192370,1,0.666667,0.533333,0,0.992126,0.539865
192371,1,0.666667,0.533333,1,0.992126,0.638665
192372,1,0.666667,0.6,1,0.992126,0.650012
192373,1,0.666667,0.6,1,0.992126,0.650012
192374,1,0.666667,0.6,0,0.992126,0.551212
192375,1,0.666667,0.6,0,0.992126,0.551212
192376,1,0.666667,0.6,1,0.992126,0.650012
192377,1,0.666667,0.6,0,0.992126,0.551212
192378,1,0.666667,0.6,0,0.992126,0.551212
192379,1,0.666667,0.6,1,0.992126,0.650012
192380,1,0.666667,0.6,0,0.992126,0.551212
192381,1,0.666667,0.6,0,0.992126,0.551212
192382,1,0.666667,0.6,1,0.992126,0.650012
192383,1,0.666667,0.6,0,0.992126,0.551212
192384,1,0.666667,0.6,1,0.992126,0.650012
192385,1,0.666667,0.6,1,0.992126,0.650012
192386,1,0.666667,0.6,0,0.992126,0.551212
192387,1,0.666667,0.6,1,0.992126,0.650012
192388,1,0.666667,0.6,0,0.992126,0.551212
192389,1,0.666667,0.6,0,0.992126,0.551212
192390,1,0.666667,0.6,1,0.992126,0.650012
192391,1,0.666667,0.6,1,0.992126,0.650012
192392,1,0.666667,0.6,0,0.992126,0.551212
192393,1,0.666667,0.6,1,0.992126,0.650012
192394,1,0.666667,0.6,0,0.992126,0.551212
192395,1,0.666667,0.6,0,0.992126,0.551212
192396,1,0.666667,0.666667,1,0.992126,0.661359
192397,1,0.666667,0.666667,1,0.992126,0.661359
192398,1,0.666667,0.666667,0,0.992126,0.562559
192399,1,0.666667,0.666667,0,0.992126,0.562559
192400,1,0.666667,0.666667,0,0.992126,0.562559
192401,1,0.666667,0.666667,1,0.992126,0.661359
192402,1,0.666667,0.666667,0,0.992126,0.562559
192403,1,0.666667,0.666667,0,0.992126,0.562559
192404,1,0.666667,0.666667,0,0.992126,0.562559
192405,1,0.666667,0.666667,0,0.992126,0.562559
192406,1,0.666667,0.666667,0,0.992126,0.562559
192407,1,0.666667,0.666667,1,0.992126,0.661359
192408,1,0.666667,0.666667,0,0.992126,0.562559
192409,1,0.666667,0.666667,1,0.992126,0.661359
192410,1,0.666667,0.666667,0,0.992126,0.562559
192411,1,0.666667,0.666667,1,0.992126,0.661359
192412,1,0.666667,0.666667,1,0.992126,0.661359
192413,1,0.666667,0.666667,0,0.992126,0.562559
192414,1,0.666667,0.666667,1,0.992126,0.661359
192415,1,0.666667,0.666667,1,0.992126,0.661359
192416,1,0.666667,0.666667,1,0.992126,0.661359
192417,1,0.666667,0.666667,1,0.992126,0.661359
192418,1,0.666667,0.666667,0,0.992126,0.562559
192419,1,0.666667,0.666667,1,0.992126,0.661359
192420,1,0.666667,0.733333,0,0.992126,0.573905
192421,1,0.666667,0.733333,0,0.992126,0.573905
192422,1,0.666667,0.733333,0,0.992126,0.573905
192423,1,0.666667,0.733333,0,0.992126,0.573905
192424,1,0.666667,0.733333,0,0.992126,0.573905
192425,1,0.666667,0.733333,1,0.992126,0.672705
192426,1,0.666667,0.733333,0,0.992126,0.573905
192427,1,0.666667,0.733333,1,0.992126,0.672705
192428,1,0.666667,0.733333,1,0.992126,0.672705
192429,1,0.666667,0.733333,1,0.992126,0.672705
192430,1,0.666667,0.733333,0,0.992126,0.573905
192431,1,0.666667,0.733333,0,0.992126,0.573905
192432,1,0.666667,0.733333,0,0.992126,0.573905
192433,1,0.666667,0.733333,1,0.992126,0.672705
192434,1,0.666667,0.733333,1,0.992126,0.672705
192435,1,0.666667,0.733333,0,0.992126,0.573905
192436,1,0.666667,0.733333,0,0.992126,0.573905
192437,1,0.666667,0.733333,0,0.992126,0.573905
192438,1,0.666667,0.733333,0,0.992126,0.573905
192439,1,0.666667,0.733333,0,0.992126,0.573905
192440,1,0.666667,0.733333,1,0.992126,0.672705
192441,0,0.666667,0.733333,1,0.992126,0.522305
192442,0,0.666667,0.733333,0,0.992126,0.423505
192443,0,0.666667,0.733333,1,0.992126,0.522305
192444,0,0.666667,0.8,1,0.992126,0.533652
192445,0,0.666667,0.8,0,0.992126,0.434852
192446,0,0.666667,0.8,1,0.992126,0.533652
192447,0,0.666667,0.8,0,0.992126,0.434852
192448,0,0.666667,0.8,1,0.992126,0.533652
192449,0,0.666667,0.8,1,0.992126,0.533652
192450,0,0.666667,0.8,1,0.992126,0.533652
192451,0,0.666667,0.8,1,0.992126,0.533652
192452,0,0.666667,0.8,1,0.992126,0.533652
192453,0,0.666667,0.8,1,0.992126,0.533652
192454,0,0.666667,0.8,0,0.992126,0.434852
192455,0,0.666667,0.8,0,0.992126,0.434852
192456,0,0.666667,0.8,1,0.992126,0.533652
192457,0,0.666667,0.8,0,0.992126,0.434852
192458,0,0.666667,0.8,1,0.992126,0.533652
192459,0,0.666667,0.8,0,0.992126,0.434852
192460,0,0.666667,0.8,0,0.992126,0.434852
192461,0,0.666667,0.8,1,0.992126,0.533652
192462,0,0.666667,0.8,1,0.992126,0.533652
192463,0,0.666667,0.8,0,0.992126,0.434852
192464,0,0.666667,0.8,0,0.992126,0.434852
192465,0,0.666667,0.8,1,0.992126,0.533652
192466,0,0.666667,0.8,0,0.992126,0.434852
192467,0,0.666667,0.8,1,0.992126,0.533652
192468,0,0.666667,0.866667,0,0.992126,0.446199
192469,0,0.666667,0.866667,1,0.992126,0.544999
192470,0,0.666667,0.866667,0,0.992126,0.446199
192471,0,0.666667,0.866667,0,0.992126,0.446199
192472,0,0.666667,0.866667,1,0.992126,0.544999
192473,0,0.666667,0.866667,0,0.992126,0.446199
192474,0,0.666667,0.866667,1,0.992126,0.544999
192475,0,0.666667,0.866667,0,0.992126,0.446199
192476,0,0.666667,0.866667,1,0.992126,0.544999
192477,0,0.666667,0.866667,0,0.992126,0.446199
192478,0,0.666667,0.866667,0,0.992126,0.446199
192479,0,0.666667,0.866667,0,0.992126,0.446199
192480,0,0.666667,0.866667,1,0.992126,0.544999
192481,0,0.666667,0.866667,0,0.992126,0.446199
192482,0,0.666667,0.866667,0,0.992126,0.446199
192483,0,0.666667,0.866667,1,0.992126,0.544999
192484,0,0.666667,0.866667,0,0.992126,0.446199
192485,0,0.666667,0.866667,0,0.992126,0.446199
192486,0,0.666667,0.866667,1,0.992126,0.544999
192487,0,0.666667,0.866667,0,0.992126,0.446199
192488,0,0.666667,0.866667,0,0.992126,0.446199
192489,0,0.666667,0.866667,0,0.992126,0.446199
192490,0,0.666667,0.866667,1,0.992126,0.544999
192491,0,0.666667,0.866667,1,0.992126,0.544999
192492,0,0.666667,0.933333,0,0.992126,0.457545
192493,0,0.666667,0.933333,0,0.992126,0.457545
192494,0,0.666667,0.933333,1,0.992126,0.556345
192495,0,0.666667,0.933333,0,0.992126,0.457545
192496,0,0.666667,0.933333,1,0.992126,0.556345
192497,0,0.666667,0.933333,1,0.992126,0.556345
192498,0,0.666667,0.933333,0,0.992126,0.457545
192499,0,0.666667,0.933333,0,0.992126,0.457545
192500,0,0.666667,0.933333,1,0.992126,0.556345
192501,0,0.666667,0.933333,1,0.992126,0.556345
192502,0,0.666667,0.933333,1,0.992126,0.556345
192503,0,0.666667,0.933333,1,0.992126,0.556345
192504,0,0.666667,0.933333,0,0.992126,0.457545
192505,0,0.666667,0.933333,1,0.992126,0.556345
192506,0,0.666667,0.933333,0,0.992126,0.457545
192507,0,0.666667,0.933333,1,0.992126,0.556345
192508,0,0.666667,0.933333,0,0.992126,0.457545
192509,0,0.666667,0.933333,1,0.992126,0.556345
192510,0,0.666667,0.933333,0,0.992126,0.457545
